accession	variant	length	category	description
UTW92788.1	NDM-1	270	Plasmid_associated	UTW92788.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
UPQ42132.1	NDM-1	270	Plasmid_associated	UPQ42132.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUC08771.1	NDM-1	270	Plasmid_associated	UUC08771.1 Subclass B1 beta-lactamase NDM-1 (plasmid) [Vibrio alginolyticus]
UUC09190.1	NDM-1	270	Plasmid_associated	UUC09190.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUC70299.1	NDM-1	270	Plasmid_associated	UUC70299.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUG47836.1	NDM-1	270	Plasmid_associated	UUG47836.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UUL99972.1	NDM-1	270	Plasmid_associated	UUL99972.1 Subclass B1 beta-lactamase NDM-1 (plasmid) [Vibrio alginolyticus]
UUM00282.1	NDM-1	270	Plasmid_associated	UUM00282.1 Subclass B1 beta-lactamase NDM-1 (plasmid) [Vibrio alginolyticus]
UUM10535.1	NDM-1	270	Plasmid_associated	UUM10535.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
UUO75526.1	NDM-1	270	Plasmid_associated	UUO75526.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUO81112.1	NDM-1	270	Plasmid_associated	UUO81112.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUO86851.1	NDM-1	270	Plasmid_associated	UUO86851.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUO92524.1	NDM-1	270	Plasmid_associated	UUO92524.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUR74948.1	NDM-1	270	Plasmid_associated	UUR74948.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
UUX57188.1	NDM-1	270	Plasmid_associated	UUX57188.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter youngae]
UUY45624.1	NDM-1	270	Plasmid_associated	UUY45624.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UUY57964.1	NDM-1	270	Plasmid_associated	UUY57964.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UVI62092.1	NDM-1	270	Biological_protein	UVI62092.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVI62093.1	NDM-1	270	Biological_protein	UVI62093.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVJ50736.1	NDM-1	270	Biological_protein	UVJ50736.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVJ50738.1	NDM-1	270	Biological_protein	UVJ50738.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVJ50739.1	NDM-1	270	Biological_protein	UVJ50739.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae]
UVJ50742.1	NDM-1	270	Biological_protein	UVJ50742.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVJ50743.1	NDM-1	270	Biological_protein	UVJ50743.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UVJ50744.1	NDM-1	270	Biological_protein	UVJ50744.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
UVN39658.1	NDM-1	270	Plasmid_associated	UVN39658.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UVV98458.1	NDM-1	270	Plasmid_associated	UVV98458.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
UVY99054.1	NDM-1	270	Plasmid_associated	UVY99054.1 NDM-1 type beta-lactamase bla_NDM1 (plasmid) [Enterobacter hormaechei subsp. xiangfangensis]
UWB21971.1	NDM-1	270	Plasmid_associated	UWB21971.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UWC49900.1	NDM-1	270	Plasmid_associated	UWC49900.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella aerogenes]
UWF52420.1	NDM-1	270	Plasmid_associated	UWF52420.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter cloacae]
UWF52600.1	NDM-1	270	Plasmid_associated	UWF52600.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter cloacae]
UWF52485.1	NDM-1	270	Plasmid_associated	UWF52485.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter cloacae]
UWG67051.1	NDM-1	270	Plasmid_associated	UWG67051.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Shewanella xiamenensis]
UWH39915.1	NDM-1	270	Plasmid_associated	UWH39915.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Shewanella xiamenensis]
UUO00085.1	NDM-1	270	Plasmid_associated	UUO00085.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter bereziniae]
UWY79345.1	NDM-1	270	Plasmid_associated	UWY79345.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWY91731.1	NDM-1	270	Plasmid_associated	UWY91731.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWY83713.1	NDM-1	270	Plasmid_associated	UWY83713.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWY71163.1	NDM-1	270	Plasmid_associated	UWY71163.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWY70863.1	NDM-1	270	Plasmid_associated	UWY70863.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWY79418.1	NDM-1	270	Plasmid_associated	UWY79418.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UWZ21820.1	NDM-1	270	Plasmid_associated	UWZ21820.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
UWZ26895.1	NDM-1	270	Plasmid_associated	UWZ26895.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UXA76145.1	NDM-1	270	Plasmid_associated	UXA76145.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei subsp. hormaechei]
UUN94909.1	NDM-1	270	Biological_protein	UUN94909.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter bereziniae]
UXF21178.1	NDM-1	270	Plasmid_associated	UXF21178.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
UXF30523.1	NDM-1	270	Plasmid_associated	UXF30523.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
UXI53115.1	NDM-1	270	Plasmid_associated	UXI53115.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter variabilis]
UXI28628.1	NDM-1	270	Plasmid_associated	UXI28628.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UXI49061.1	NDM-1	270	Plasmid_associated	UXI49061.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UXP70566.1	NDM-1	270	Biological_protein	UXP70566.1 subclass B1 metallo-beta-lactamase NDM-1 [Pantoea agglomerans]
UXP70567.1	NDM-1	270	Biological_protein	UXP70567.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae]
UXP70568.1	NDM-1	270	Biological_protein	UXP70568.1 subclass B1 metallo-beta-lactamase NDM-1 [Pantoea agglomerans]
UXP70569.1	NDM-1	270	Biological_protein	UXP70569.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70570.1	NDM-1	270	Biological_protein	UXP70570.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae]
UXP70571.1	NDM-1	270	Biological_protein	UXP70571.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae]
UXP70572.1	NDM-1	270	Biological_protein	UXP70572.1 subclass B1 metallo-beta-lactamase NDM-1 [Pantoea agglomerans]
UXP70573.1	NDM-1	270	Biological_protein	UXP70573.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70574.1	NDM-1	270	Biological_protein	UXP70574.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70575.1	NDM-1	270	Biological_protein	UXP70575.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70576.1	NDM-1	270	Biological_protein	UXP70576.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70577.1	NDM-1	270	Biological_protein	UXP70577.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70578.1	NDM-1	270	Biological_protein	UXP70578.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae]
UXP70579.1	NDM-1	270	Biological_protein	UXP70579.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70580.1	NDM-1	270	Biological_protein	UXP70580.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70581.1	NDM-1	270	Biological_protein	UXP70581.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
UXP70582.1	NDM-1	270	Biological_protein	UXP70582.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70583.1	NDM-1	270	Biological_protein	UXP70583.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70584.1	NDM-1	270	Biological_protein	UXP70584.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70585.1	NDM-1	270	Biological_protein	UXP70585.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70586.1	NDM-1	270	Biological_protein	UXP70586.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter calcoaceticus]
UXP70587.1	NDM-1	270	Biological_protein	UXP70587.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70588.1	NDM-1	270	Biological_protein	UXP70588.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UXP70589.1	NDM-1	270	Biological_protein	UXP70589.1 subclass B1 metallo-beta-lactamase NDM-1 [Pantoea agglomerans]
UXP70590.1	NDM-1	270	Biological_protein	UXP70590.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UXP70591.1	NDM-1	270	Biological_protein	UXP70591.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
UYA14302.1	NDM-1	270	Plasmid_associated	UYA14302.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UYM59573.1	NDM-1	270	Biological_protein	UYM59573.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
pdb|7VQJ|A	NDM-1	242	PDB_structure	pdb|7VQJ|A Chain A, Metallo-beta-lactamase NDM-1
pdb|7VQJ|B	NDM-1	242	PDB_structure	pdb|7VQJ|B Chain B, Metallo-beta-lactamase NDM-1
UYV43827.1	NDM-1	270	Plasmid_associated	UYV43827.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia rettgeri]
UYX40050.1	NDM-1	270	Plasmid_associated	UYX40050.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
UZC33309.1	NDM-1	270	Plasmid_associated	UZC33309.1 NDM-1 (plasmid) [Enterobacter cloacae]
UZE44162.1	NDM-1	270	Plasmid_associated	UZE44162.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
UZF53657.1	NDM-1	270	Plasmid_associated	UZF53657.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella quasipneumoniae]
UZH51534.1	NDM-1	270	Plasmid_associated	UZH51534.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei subsp. xiangfangensis]
UZK95112.1	NDM-1	270	Biological_protein	UZK95112.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
UZQ87475.1	NDM-1	270	Plasmid_associated	UZQ87475.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
UZQ92542.1	NDM-1	270	Plasmid_associated	UZQ92542.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
UZQ98331.1	NDM-1	270	Plasmid_associated	UZQ98331.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
UZX05905.1	NDM-1	270	Plasmid_associated	UZX05905.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WAE57086.1	NDM-1	270	Biological_protein	WAE57086.1 subclass B1 metallo-beta-lactamase NDM-1 [Vibrio alginolyticus]
WAN40764.1	NDM-1	270	Plasmid_associated	WAN40764.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WAN74066.1	NDM-1	270	Biological_protein	WAN74066.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74069.1	NDM-1	270	Biological_protein	WAN74069.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74070.1	NDM-1	270	Biological_protein	WAN74070.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74071.1	NDM-1	270	Biological_protein	WAN74071.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74072.1	NDM-1	270	Biological_protein	WAN74072.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74073.1	NDM-1	270	Biological_protein	WAN74073.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74074.1	NDM-1	270	Biological_protein	WAN74074.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74075.1	NDM-1	270	Biological_protein	WAN74075.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74077.1	NDM-1	270	Biological_protein	WAN74077.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74078.1	NDM-1	270	Biological_protein	WAN74078.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74079.1	NDM-1	270	Biological_protein	WAN74079.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74082.1	NDM-1	270	Biological_protein	WAN74082.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74083.1	NDM-1	270	Biological_protein	WAN74083.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74086.1	NDM-1	270	Biological_protein	WAN74086.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74087.1	NDM-1	270	Biological_protein	WAN74087.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74088.1	NDM-1	270	Biological_protein	WAN74088.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74089.1	NDM-1	270	Biological_protein	WAN74089.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74090.1	NDM-1	270	Biological_protein	WAN74090.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74091.1	NDM-1	270	Biological_protein	WAN74091.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74092.1	NDM-1	270	Biological_protein	WAN74092.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74095.1	NDM-1	270	Biological_protein	WAN74095.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WAN74096.1	NDM-1	270	Biological_protein	WAN74096.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
pdb|8A76|A	NDM-1	241	PDB_structure	pdb|8A76|A Chain A, Metallo-beta-lactamase NDM-1
pdb|8A76|B	NDM-1	241	PDB_structure	pdb|8A76|B Chain B, Metallo-beta-lactamase NDM-1
WAT94321.1	NDM-1	270	Plasmid_associated	WAT94321.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia sp. J-18004577]
WAZ65842.1	NDM-1	270	Plasmid_associated	WAZ65842.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WBA59099.1	NDM-1	270	Plasmid_associated	WBA59099.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia sp. 21OH12SH02B-Prov]
WBA63919.1	NDM-1	270	Plasmid_associated	WBA63919.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter sp. 21OH12SH02A-Citro]
WBB02524.1	NDM-1	270	Plasmid_associated	WBB02524.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WBE26178.1	NDM-1	270	Biological_protein	WBE26178.1 subclass B1 metallo-beta-lactamase NDM-1 [Denitrificimonas caeni]
WBM81691.1	NDM-1	270	Plasmid_associated	WBM81691.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WBM81904.1	NDM-1	270	Plasmid_associated	WBM81904.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WBM81969.1	NDM-1	270	Plasmid_associated	WBM81969.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WBM82084.1	NDM-1	270	Plasmid_associated	WBM82084.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WBM82211.1	NDM-1	270	Plasmid_associated	WBM82211.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WBM82569.1	NDM-1	270	Plasmid_associated	WBM82569.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WBM82978.1	NDM-1	270	Plasmid_associated	WBM82978.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WBM84275.1	NDM-1	270	Plasmid_associated	WBM84275.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WBN41521.1	NDM-1	270	Plasmid_associated	WBN41521.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WCA39998.1	NDM-1	270	Plasmid_associated	WCA39998.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella michiganensis]
WCN61514.1	NDM-1	270	Plasmid_associated	WCN61514.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WCS51757.1	NDM-1	270	Plasmid_associated	WCS51757.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WCT39655.1	NDM-1	270	Plasmid_associated	WCT39655.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WCZ25762.1	NDM-1	270	Plasmid_associated	WCZ25762.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WCZ31319.1	NDM-1	270	Plasmid_associated	WCZ31319.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WDA75323.1	NDM-1	270	Plasmid_associated	WDA75323.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WDA80307.1	NDM-1	270	Plasmid_associated	WDA80307.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WDA85415.1	NDM-1	270	Plasmid_associated	WDA85415.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WDC55534.1	NDM-1	270	Plasmid_associated	WDC55534.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WDF12477.1	NDM-1	270	Biological_protein	WDF12477.1 subclass B1 metallo-beta-lactamase NDM-1 [Salmonella enterica subsp. enterica serovar Mbandaka]
WDO19343.1	NDM-1	270	Plasmid_associated	WDO19343.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei subsp. xiangfangensis]
WDQ79074.1	NDM-1	270	Biological_protein	WDQ79074.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Salmonella enterica subsp. enterica serovar Enteritidis]
WDU71203.1	NDM-1	270	Plasmid_associated	WDU71203.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella variicola]
WDU71210.1	NDM-1	270	Plasmid_associated	WDU71210.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella variicola]
WDV26363.1	NDM-1	270	Plasmid_associated	WDV26363.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Aeromonas caviae]
WDY52480.1	NDM-1	270	Biological_protein	WDY52480.1 subclass B1 metallo-beta-lactamase NDM-1 [Vibrio fluvialis]
WEE19685.1	NDM-1	270	Plasmid_associated	WEE19685.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter koseri]
WEE47230.1	NDM-1	270	Plasmid_associated	WEE47230.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WEE52522.1	NDM-1	270	Plasmid_associated	WEE52522.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WEE68564.1	NDM-1	270	Biological_protein	WEE68564.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
WEG07117.1	NDM-1	270	Plasmid_associated	WEG07117.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WER28381.1	NDM-1	270	Plasmid_associated	WER28381.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
WER24253.1	NDM-1	270	Plasmid_associated	WER24253.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
WER32464.1	NDM-1	270	Plasmid_associated	WER32464.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
WFC06777.1	NDM-1	270	Biological_protein	WFC06777.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia vermicola]
WFC54206.1	NDM-1	270	Plasmid_associated	WFC54206.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WFC60014.1	NDM-1	270	Plasmid_associated	WFC60014.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WFF21185.1	NDM-1	270	Plasmid_associated	WFF21185.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WFL60256.1	NDM-1	270	Plasmid_associated	WFL60256.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WFL60852.1	NDM-1	270	Plasmid_associated	WFL60852.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WFT00227.1	NDM-1	270	Biological_protein	WFT00227.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WFT38012.1	NDM-1	270	Biological_protein	WFT38012.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WFT33205.1	NDM-1	270	Biological_protein	WFT33205.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WFT40815.1	NDM-1	270	Biological_protein	WFT40815.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WGF48943.1	NDM-1	270	Plasmid_associated	WGF48943.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGF49105.1	NDM-1	270	Plasmid_associated	WGF49105.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGL89070.1	NDM-1	270	Plasmid_associated	WGL89070.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WGO87175.1	NDM-1	270	Biological_protein	WGO87175.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter pittii]
WGU81893.1	NDM-1	270	Plasmid_associated	WGU81893.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU82496.1	NDM-1	270	Plasmid_associated	WGU82496.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU82973.1	NDM-1	270	Plasmid_associated	WGU82973.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU83268.1	NDM-1	270	Plasmid_associated	WGU83268.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU83608.1	NDM-1	270	Plasmid_associated	WGU83608.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU84092.1	NDM-1	270	Plasmid_associated	WGU84092.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGU91664.1	NDM-1	270	Plasmid_associated	WGU91664.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WGY74961.1	NDM-1	270	Biological_protein	WGY74961.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas caviae]
WHQ94043.1	NDM-1	270	Plasmid_associated	WHQ94043.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WHR46846.1	NDM-1	270	Plasmid_associated	WHR46846.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei subsp. xiangfangensis]
WHW89658.1	NDM-1	270	Plasmid_associated	WHW89658.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WHW94814.1	NDM-1	270	Plasmid_associated	WHW94814.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WHW95026.1	NDM-1	270	Plasmid_associated	WHW95026.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WIE03230.1	NDM-1	270	Biological_protein	WIE03230.1 subclass B1 metallo-beta-lactamase NDM-1 [Vibrio fluvialis]
WIE10398.1	NDM-1	270	Plasmid_associated	WIE10398.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia rettgeri]
WII50866.1	NDM-1	270	Plasmid_associated	WII50866.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WII60085.1	NDM-1	270	Plasmid_associated	WII60085.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WII79443.1	NDM-1	270	Plasmid_associated	WII79443.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter portucalensis]
